StudyHours,Attendance,Discussions,Motivation,AssignmentCompletion,ExamScore,FinalGrade
10,64,0,0,61,65,2
10,64,1,0,62,68,2
10,64,1,0,67,59,2
10,64,1,0,62,40,3
17,69,0,1,78,97,0
27,98,0,0,73,42,3
27,98,0,0,90,84,1
27,98,0,1,73,42,3
27,98,0,1,90,84,1
20,98,1,0,88,71,1
20,98,1,2,88,71,1
20,98,1,1,88,71,1
14,64,0,1,53,58,2
14,64,0,0,53,58,2
16,61,1,0,77,68,2
16,61,0,0,84,53,3
16,61,0,0,91,78,1
16,61,1,2,77,68,2
16,61,0,2,84,53,3
16,61,0,2,91,78,1
16,61,1,1,77,68,2
16,61,0,1,84,53,3
16,61,0,1,91,78,1
24,66,1,2,69,62,2
24,66,1,2,69,64,2
24,66,1,1,69,62,2
24,66,1,1,69,64,2
24,66,1,0,69,62,2
24,66,1,0,69,64,2
16,100,0,2,80,76,1
16,100,0,2,78,77,1
16,100,0,1,80,76,1
16,100,0,1,78,77,1
21,67,0,0,73,89,0
21,67,1,0,99,60,2
21,67,0,0,72,100,0
21,67,0,1,73,89,0
21,67,1,1,99,60,2
21,67,0,1,72,100,0
21,67,0,2,73,89,0
21,67,1,2,99,60,2
21,67,0,2,72,100,0
16,94,0,1,81,92,0
16,94,0,1,91,92,0
16,94,1,1,50,49,3
16,94,1,1,51,97,0
16,94,0,2,81,92,0
16,94,0,2,91,92,0
16,94,1,2,50,49,3
16,94,1,2,51,97,0
33,61,1,2,55,65,2
33,61,1,1,55,65,2
24,84,1,0,93,69,2
24,84,1,0,56,61,2
24,84,0,0,94,67,2
24,84,1,0,84,70,1
24,84,1,2,93,69,2
24,84,1,2,56,61,2
24,84,0,2,94,67,2
24,84,1,2,84,70,1
24,84,1,1,93,69,2
24,84,1,1,56,61,2
24,84,0,1,94,67,2
24,84,1,1,84,70,1
8,71,0,1,80,52,3
8,71,1,1,86,58,2
8,71,1,1,83,89,0
8,71,1,1,54,45,3
8,71,1,1,63,80,1
8,71,0,2,80,52,3
8,71,1,2,86,58,2
8,71,1,2,83,89,0
8,71,1,2,54,45,3
8,71,1,2,63,80,1
21,94,0,0,61,48,3
21,94,0,0,59,48,3
21,94,0,1,61,48,3
21,94,0,1,59,48,3
16,71,0,1,62,60,2
16,71,1,1,77,59,2
16,71,0,1,64,73,1
16,71,1,1,99,75,1
16,71,0,0,62,60,2
16,71,1,0,77,59,2
16,71,0,0,64,73,1
16,71,1,0,99,75,1
16,71,0,2,62,60,2
16,71,1,2,77,59,2
16,71,0,2,64,73,1
16,71,1,2,99,75,1
18,92,1,1,51,66,2
18,92,1,1,68,43,3
18,92,1,0,51,66,2
18,92,1,0,68,43,3
17,92,0,1,74,56,2
17,92,0,2,74,56,2
16,78,0,1,75,58,2
16,78,1,1,94,63,2
16,78,0,2,75,58,2
16,78,1,2,94,63,2
12,93,1,0,76,44,3
26,77,0,0,60,62,2
26,77,1,0,88,61,2
26,77,1,0,86,63,2
26,77,0,1,60,62,2
26,77,1,1,88,61,2
26,77,1,1,86,63,2
26,77,0,2,60,62,2
26,77,1,2,88,61,2
26,77,1,2,86,63,2
26,71,0,0,72,55,2
26,71,1,0,69,88,0
26,71,0,1,72,55,2
26,71,1,1,69,88,0
11,81,1,2,82,74,1
11,81,1,2,76,75,1
11,81,1,1,82,74,1
11,81,1,1,76,75,1
17,78,1,1,54,57,2
17,78,1,0,54,57,2
17,78,1,2,54,57,2
28,78,1,2,79,92,0
28,78,1,2,52,40,3
28,78,1,1,79,92,0
28,78,1,1,52,40,3
28,78,1,0,79,92,0
28,78,1,0,52,40,3
16,64,1,1,86,67,2
16,64,1,1,61,48,3
16,64,0,1,71,55,2
16,64,1,1,60,66,2
16,64,1,0,86,67,2
16,64,1,0,61,48,3
16,64,0,0,71,55,2
16,64,1,0,60,66,2
25,69,1,0,82,68,2
25,69,0,0,64,57,2
25,69,1,1,82,68,2
25,69,0,1,64,57,2
25,69,1,2,82,68,2
25,69,0,2,64,57,2
14,68,0,1,68,92,0
14,68,0,2,68,92,0
14,68,0,0,68,92,0
14,83,1,1,95,58,2
14,83,1,1,54,68,2
14,83,0,1,57,94,0
14,83,1,1,73,56,2
14,83,1,0,95,58,2
14,83,1,0,54,68,2
14,83,0,0,57,94,0
14,83,1,0,73,56,2
18,75,1,1,52,63,2
18,75,1,0,52,63,2
18,75,1,2,52,63,2
30,81,1,1,76,79,1
30,81,1,1,65,58,2
30,81,1,0,76,79,1
30,81,1,0,65,58,2
11,68,0,1,73,48,3
11,68,0,1,76,41,3
11,68,0,0,73,48,3
11,68,0,0,76,41,3
17,66,0,1,70,50,3
17,66,1,1,83,52,3
17,66,1,1,90,41,3
17,66,1,1,65,47,3
17,66,0,0,70,50,3
17,66,1,0,83,52,3
17,66,1,0,90,41,3
17,66,1,0,65,47,3
29,77,1,1,87,41,3
29,77,1,1,100,71,1
29,77,1,2,87,41,3
29,77,1,2,100,71,1
11,76,1,1,89,65,2
11,76,1,1,99,84,1
11,76,1,1,89,94,0
27,61,1,1,73,43,3
27,61,1,1,51,91,0
27,61,1,2,73,43,3
27,61,1,2,51,91,0
14,82,0,0,92,79,1
14,82,1,0,85,79,1
14,82,1,0,77,69,2
14,82,0,2,92,79,1
14,82,1,2,85,79,1
14,82,1,2,77,69,2
14,82,0,1,92,79,1
14,82,1,1,85,79,1
14,82,1,1,77,69,2
23,82,1,1,70,65,2
21,88,1,1,61,75,1
21,88,1,2,61,75,1
21,88,1,0,61,75,1
20,70,1,0,51,99,0
20,70,1,1,51,99,0
21,98,0,1,72,45,3
21,98,1,1,65,73,1
21,98,0,1,89,59,2
21,98,0,1,93,86,0
21,98,0,1,53,67,2
21,98,1,1,67,64,2
21,98,1,1,99,49,3
21,98,1,1,80,77,1
21,98,0,2,72,45,3
21,98,1,2,65,73,1
21,98,0,2,89,59,2
21,98,0,2,93,86,0
21,98,0,2,53,67,2
21,98,1,2,67,64,2
21,98,1,2,99,49,3
21,98,1,2,80,77,1
24,65,1,0,60,41,3
24,65,0,0,79,78,1
24,65,1,0,98,47,3
24,65,1,1,60,41,3
24,65,0,1,79,78,1
24,65,1,1,98,47,3
30,80,1,1,63,78,1
30,80,0,1,55,78,1
30,80,0,1,90,100,0
30,80,0,1,89,44,3
30,80,1,2,63,78,1
30,80,0,2,55,78,1
30,80,0,2,90,100,0
30,80,0,2,89,44,3
33,62,0,1,90,55,2
8,73,0,1,85,71,1
8,73,1,1,93,55,2
19,66,1,1,53,64,2
24,88,0,0,100,95,0
24,88,1,0,81,80,1
24,88,0,1,100,95,0
24,88,1,1,81,80,1
24,88,0,2,100,95,0
24,88,1,2,81,80,1
19,60,1,2,83,42,3
19,60,1,2,54,41,3
19,60,1,1,83,42,3
19,60,1,1,54,41,3
16,67,1,1,82,98,0
16,67,1,2,82,98,0
16,67,1,0,82,98,0
25,84,1,0,80,50,3
25,84,1,0,96,65,2
25,84,0,0,69,99,0
25,84,1,0,82,81,1
25,84,1,1,80,50,3
25,84,1,1,96,65,2
25,84,0,1,69,99,0
25,84,1,1,82,81,1
25,84,1,2,80,50,3
25,84,1,2,96,65,2
25,84,0,2,69,99,0
25,84,1,2,82,81,1
22,73,1,0,63,92,0
22,73,1,0,56,82,1
22,73,0,0,97,41,3
22,73,1,1,63,92,0
22,73,1,1,56,82,1
22,73,0,1,97,41,3
22,63,1,1,63,74,1
22,63,0,1,87,69,2
22,63,1,2,63,74,1
22,63,0,2,87,69,2
22,63,1,0,63,74,1
22,63,0,0,87,69,2
24,68,0,1,66,93,0
24,68,1,1,89,93,0
24,68,0,0,66,93,0
24,68,1,0,89,93,0
24,68,0,2,66,93,0
24,68,1,2,89,93,0
17,86,1,2,53,75,1
17,86,1,0,53,75,1
24,71,1,1,77,91,0
24,71,1,1,64,82,1
24,71,1,0,77,91,0
24,71,1,0,64,82,1
24,60,0,2,73,75,1
24,60,0,2,97,95,0
24,60,0,1,73,75,1
24,60,0,1,97,95,0
24,60,0,0,73,75,1
24,60,0,0,97,95,0
28,99,1,1,52,83,1
28,99,1,0,52,83,1
16,84,1,1,58,69,2
16,84,1,1,98,93,0
16,84,0,1,87,58,2
16,84,1,1,72,62,2
16,84,1,1,70,100,0
16,84,1,2,58,69,2
16,84,1,2,98,93,0
16,84,0,2,87,58,2
16,84,1,2,72,62,2
16,84,1,2,70,100,0
16,84,1,0,58,69,2
16,84,1,0,98,93,0
16,84,0,0,87,58,2
16,84,1,0,72,62,2
16,84,1,0,70,100,0
23,79,1,1,50,51,3
23,79,1,0,50,51,3
23,79,1,2,50,51,3
19,83,0,1,98,99,0
19,83,0,0,98,99,0
28,71,1,2,56,69,2
28,71,0,2,97,94,0
28,71,0,2,77,46,3
24,90,0,1,70,73,1
24,90,1,1,67,92,0
24,90,0,0,70,73,1
24,90,1,0,67,92,0
24,90,0,2,70,73,1
24,90,1,2,67,92,0
18,80,1,0,84,65,2
18,80,0,0,63,91,0
18,80,1,0,63,50,3
18,80,1,1,84,65,2
18,80,0,1,63,91,0
18,80,1,1,63,50,3
18,80,1,2,84,65,2
18,80,0,2,63,91,0
18,80,1,2,63,50,3
22,63,0,1,70,47,3
22,63,0,1,61,88,0
22,63,0,1,93,67,2
22,63,0,1,79,62,2
22,63,1,1,99,41,3
22,63,0,0,70,47,3
22,63,0,0,61,88,0
22,63,0,0,93,67,2
22,63,0,0,79,62,2
22,63,1,0,99,41,3
19,89,1,1,95,66,2
19,89,1,2,95,66,2
19,89,1,0,95,66,2
21,92,0,0,73,53,3
21,92,0,0,53,68,2
24,72,1,2,74,72,1
24,72,1,2,72,52,3
24,72,1,1,74,72,1
24,72,1,1,72,52,3
24,72,1,0,74,72,1
24,72,1,0,72,52,3
33,77,1,1,76,87,0
33,77,1,1,75,77,1
14,96,0,2,65,65,2
14,96,0,2,51,93,0
14,96,0,0,65,65,2
14,96,0,0,51,93,0
14,96,0,1,65,65,2
14,96,0,1,51,93,0
13,94,0,0,82,98,0
13,94,0,0,99,55,2
13,94,0,2,82,98,0
13,94,0,2,99,55,2
13,94,0,1,82,98,0
13,94,0,1,99,55,2
27,81,0,1,96,94,0
27,81,0,1,53,98,0
27,81,1,1,83,73,1
27,81,0,0,96,94,0
27,81,0,0,53,98,0
27,81,1,0,83,73,1
25,88,1,0,60,83,1
25,88,0,0,53,45,3
25,88,1,0,63,82,1
24,95,1,2,85,95,0
24,95,0,2,67,87,0
24,95,1,1,85,95,0
24,95,0,1,67,87,0
24,95,1,0,85,95,0
24,95,0,0,67,87,0
24,80,0,2,52,42,3
24,80,1,2,100,50,3
24,80,0,1,52,42,3
24,80,1,1,100,50,3
24,80,0,0,52,42,3
24,80,1,0,100,50,3
15,90,1,1,85,95,0
15,90,1,2,85,95,0
16,76,1,1,76,65,2
16,76,1,1,70,83,1
16,76,1,1,95,63,2
16,76,1,1,96,81,1
16,76,1,2,76,65,2
16,76,1,2,70,83,1
16,76,1,2,95,63,2
16,76,1,2,96,81,1
26,95,1,1,68,63,2
26,95,0,1,74,75,1
26,95,0,1,93,54,3
26,95,1,0,68,63,2
26,95,0,0,74,75,1
26,95,0,0,93,54,3
15,76,1,0,90,55,2
15,76,1,0,55,79,1
15,76,1,1,90,55,2
15,76,1,1,55,79,1
18,69,0,0,59,74,1
18,69,0,0,99,92,0
18,69,1,0,80,94,0
18,69,0,0,53,78,1
18,69,0,0,66,85,0
18,69,0,1,59,74,1
18,69,0,1,99,92,0
18,69,1,1,80,94,0
18,69,0,1,53,78,1
18,69,0,1,66,85,0
18,69,0,2,59,74,1
18,69,0,2,99,92,0
18,69,1,2,80,94,0
18,69,0,2,53,78,1
18,69,0,2,66,85,0
22,74,1,0,57,70,1
22,74,0,0,98,81,1
22,74,1,1,57,70,1
22,74,0,1,98,81,1
22,74,1,2,57,70,1
22,74,0,2,98,81,1
21,90,1,0,75,43,3
21,90,0,0,95,59,2
21,90,0,0,58,68,2
21,90,1,0,72,42,3
21,90,1,1,75,43,3
21,90,0,1,95,59,2
21,90,0,1,58,68,2
21,90,1,1,72,42,3
21,90,1,2,75,43,3
21,90,0,2,95,59,2
21,90,0,2,58,68,2
21,90,1,2,72,42,3
21,70,1,1,68,56,2
21,70,1,2,68,56,2
21,70,1,0,68,56,2
17,75,1,1,67,40,3
17,75,1,0,67,40,3
21,99,1,2,55,87,0
21,99,1,2,90,51,3
21,99,1,2,100,52,3
21,99,1,2,77,59,2
21,99,1,1,55,87,0
21,99,1,1,90,51,3
21,99,1,1,100,52,3
21,99,1,1,77,59,2
12,63,1,0,51,73,1
19,84,0,2,75,57,2
19,84,0,2,71,99,0
19,84,0,1,75,57,2
19,84,0,1,71,99,0
19,84,0,0,75,57,2
19,84,0,0,71,99,0
22,84,1,1,85,92,0
22,84,1,1,68,87,0
22,84,1,1,78,48,3
22,84,1,1,66,89,0
29,77,0,1,71,94,0
29,77,0,0,71,94,0
25,77,1,2,71,59,2
25,77,1,2,70,85,0
25,77,1,1,71,59,2
25,77,1,1,70,85,0
25,77,1,0,71,59,2
25,77,1,0,70,85,0
19,62,0,0,95,98,0
19,62,1,0,82,66,2
19,62,0,2,95,98,0
19,62,1,2,82,66,2
19,62,0,1,95,98,0
19,62,1,1,82,66,2
20,66,1,2,85,98,0
20,66,1,1,85,98,0
20,66,1,0,85,98,0
18,64,1,2,52,94,0
18,64,1,2,65,72,1
18,64,1,2,57,99,0
18,64,1,2,96,60,2
18,64,1,0,52,94,0
18,64,1,0,65,72,1
18,64,1,0,57,99,0
18,64,1,0,96,60,2
18,64,1,1,52,94,0
18,64,1,1,65,72,1
18,64,1,1,57,99,0
18,64,1,1,96,60,2
15,64,1,2,97,61,2
15,64,1,2,79,55,2
15,64,1,0,97,61,2
15,64,1,0,79,55,2
15,64,1,1,97,61,2
15,64,1,1,79,55,2
23,84,1,0,75,76,1
23,84,1,0,61,62,2
23,84,1,0,87,49,3
23,84,0,0,52,67,2
23,84,1,1,75,76,1
23,84,1,1,61,62,2
23,84,1,1,87,49,3
23,84,0,1,52,67,2
29,68,1,1,51,84,1
29,68,1,0,51,84,1
21,69,0,1,80,58,2
21,69,0,2,80,58,2
21,69,0,0,80,58,2
20,73,1,1,59,50,3
20,73,1,0,59,50,3
21,68,1,0,76,67,2
21,68,1,1,76,67,2
21,68,1,2,76,67,2
20,61,1,1,71,50,3
20,61,0,1,64,52,3
29,81,0,1,81,88,0
29,81,0,1,84,79,1
29,81,0,0,81,88,0
29,81,0,0,84,79,1
26,96,1,1,55,69,2
26,96,1,1,58,41,3
26,96,1,1,98,55,2
33,67,0,2,83,51,3
33,67,1,2,90,54,3
33,67,0,1,83,51,3
33,67,1,1,90,54,3
15,92,0,0,92,100,0
15,92,0,0,70,93,0
15,92,1,0,68,86,0
15,92,0,1,92,100,0
15,92,0,1,70,93,0
15,92,1,1,68,86,0
25,92,1,1,76,83,1
25,92,1,0,76,83,1
33,76,0,0,95,97,0
33,76,0,0,69,44,3
33,76,1,0,53,88,0
33,76,0,0,85,45,3
15,67,1,0,74,43,3
15,67,1,2,74,43,3
15,67,1,1,74,43,3
15,70,1,1,88,41,3
15,70,0,1,76,49,3
15,70,1,0,88,41,3
15,70,0,0,76,49,3
16,71,0,1,59,55,2
16,71,1,1,89,73,1
16,71,0,0,59,55,2
16,71,1,0,89,73,1
7,82,1,1,54,44,3
7,82,1,1,60,75,1
17,76,0,2,59,85,0
17,76,0,1,59,85,0
17,76,0,0,59,85,0
22,99,1,0,76,98,0
22,99,1,0,73,86,0
22,99,1,2,76,98,0
22,99,1,2,73,86,0
22,99,1,1,76,98,0
22,99,1,1,73,86,0
31,69,1,1,76,80,1
31,69,0,1,76,61,2
26,91,1,1,73,99,0
26,91,0,1,81,89,0
26,91,1,1,70,91,0
17,74,0,1,72,73,1
17,74,0,0,72,73,1
15,66,1,1,72,94,0
15,66,1,0,72,94,0
31,86,0,1,78,85,0
31,86,0,1,66,43,3
31,86,0,1,97,74,1
31,86,0,1,55,79,1
27,83,1,1,79,94,0
27,83,0,1,51,70,1
27,83,1,1,52,75,1
17,79,1,0,91,95,0
17,79,0,0,50,93,0
17,79,1,0,95,64,2
17,79,1,1,91,95,0
17,79,0,1,50,93,0
17,79,1,1,95,64,2
10,80,1,2,75,57,2
19,64,0,1,87,69,2
19,64,0,2,87,69,2
10,96,1,1,50,95,0
16,62,0,0,54,55,2
16,62,1,0,75,51,3
16,62,0,0,72,64,2
16,62,1,0,71,82,1
16,62,0,1,54,55,2
16,62,1,1,75,51,3
16,62,0,1,72,64,2
16,62,1,1,71,82,1
17,77,0,1,92,41,3
17,77,1,1,87,78,1
17,77,0,0,92,41,3
17,77,1,0,87,78,1
14,65,0,0,71,77,1
14,65,1,0,60,41,3
14,65,1,0,61,96,0
14,65,1,0,62,50,3
14,65,0,1,71,77,1
14,65,1,1,60,41,3
14,65,1,1,61,96,0
14,65,1,1,62,50,3
19,80,1,1,52,73,1
19,80,1,0,52,73,1
19,80,1,2,52,73,1
24,91,0,0,61,71,1
24,91,1,0,56,44,3
24,91,1,0,100,94,0
24,91,0,2,61,71,1
24,91,1,2,56,44,3
24,91,1,2,100,94,0
24,91,0,1,61,71,1
24,91,1,1,56,44,3
24,91,1,1,100,94,0
13,70,1,1,91,44,3
13,70,1,1,54,87,0
13,70,1,2,91,44,3
13,70,1,2,54,87,0
11,79,1,1,73,57,2
16,94,1,0,78,49,3
16,94,1,1,78,49,3
16,94,1,2,78,49,3
27,62,1,0,89,68,2
27,62,0,0,52,48,3
27,62,1,0,55,51,3
20,65,0,0,76,85,0
20,65,0,2,76,85,0
20,65,0,1,76,85,0
32,68,0,2,62,74,1
32,68,1,2,71,89,0
32,68,0,1,62,74,1
32,68,1,1,71,89,0
31,76,1,1,52,87,0
31,76,1,1,73,65,2
31,76,1,1,72,84,1
31,76,1,1,84,41,3
31,76,1,0,52,87,0
31,76,1,0,73,65,2
31,76,1,0,72,84,1
31,76,1,0,84,41,3
26,74,0,0,69,80,1
26,74,0,1,69,80,1
24,86,1,1,62,97,0
24,86,1,1,52,98,0
24,86,1,1,91,40,3
24,86,1,0,62,97,0
24,86,1,0,52,98,0
24,86,1,0,91,40,3
28,88,0,1,73,60,2
24,74,1,1,53,68,2
24,74,0,1,95,48,3
24,74,1,1,52,68,2
24,74,1,1,85,88,0
24,74,1,2,53,68,2
24,74,0,2,95,48,3
24,74,1,2,52,68,2
24,74,1,2,85,88,0
26,83,0,2,78,96,0
26,83,0,2,96,91,0
26,83,0,2,67,93,0
26,83,0,0,78,96,0
26,83,0,0,96,91,0
26,83,0,0,67,93,0
26,83,0,1,78,96,0
26,83,0,1,96,91,0
26,83,0,1,67,93,0
9,74,0,0,78,68,2
9,74,1,0,77,84,1
9,74,1,0,79,67,2
13,63,1,1,82,67,2
13,63,0,1,93,70,1
13,63,1,2,82,67,2
13,63,0,2,93,70,1
13,63,1,0,82,67,2
13,63,0,0,93,70,1
8,100,1,1,93,51,3
8,100,1,1,78,68,2
18,65,0,1,51,97,0
18,65,0,1,67,86,0
18,65,0,1,97,86,0
18,65,0,0,51,97,0
18,65,0,0,67,86,0
18,65,0,0,97,86,0
18,65,0,2,51,97,0
18,65,0,2,67,86,0
18,65,0,2,97,86,0
29,95,1,1,68,53,3
29,95,1,1,82,98,0
29,95,1,0,68,53,3
29,95,1,0,82,98,0
20,72,0,0,61,82,1
20,72,0,0,77,66,2
20,72,0,2,61,82,1
20,72,0,2,77,66,2
20,72,0,1,61,82,1
20,72,0,1,77,66,2
30,86,0,1,53,73,1
30,86,1,1,71,45,3
30,86,1,1,54,62,2
12,73,0,1,57,57,2
12,73,1,1,97,84,1
10,76,1,1,87,68,2
10,76,0,1,96,85,0
10,76,0,1,77,88,0
10,76,0,1,83,100,0
20,70,0,1,97,58,2
20,70,0,2,97,58,2
22,74,1,0,79,75,1
22,74,1,0,63,79,1
22,74,1,0,84,67,2
22,74,1,1,79,75,1
22,74,1,1,63,79,1
22,74,1,1,84,67,2
20,76,0,1,95,71,1
20,76,0,0,95,71,1
8,89,0,0,77,94,0
8,89,1,0,56,75,1
8,89,1,0,94,70,1
8,89,0,1,77,94,0
8,89,1,1,56,75,1
8,89,1,1,94,70,1
12,98,1,1,56,88,0
12,98,0,1,76,94,0
12,98,1,1,87,45,3
24,62,1,2,75,85,0
24,62,1,2,56,75,1
24,62,1,1,75,85,0
24,62,1,1,56,75,1
24,62,1,0,75,85,0
24,62,1,0,56,75,1
22,80,1,1,97,88,0
22,80,1,1,64,62,2
22,80,1,1,71,42,3
22,80,1,1,70,56,2
22,80,0,1,78,85,0
22,80,1,1,72,53,3
22,80,1,2,97,88,0
22,80,1,2,64,62,2
22,80,1,2,71,42,3
22,80,1,2,70,56,2
22,80,0,2,78,85,0
22,80,1,2,72,53,3
22,80,1,0,97,88,0
22,80,1,0,64,62,2
22,80,1,0,71,42,3
22,80,1,0,70,56,2
22,80,0,0,78,85,0
22,80,1,0,72,53,3
14,83,1,1,94,77,1
14,83,0,1,99,83,1
14,83,1,0,94,77,1
14,83,0,0,99,83,1
14,62,1,0,96,77,1
14,62,1,0,76,99,0
14,62,1,1,96,77,1
14,62,1,1,76,99,0
14,62,1,2,96,77,1
14,62,1,2,76,99,0
20,83,0,1,76,58,2
20,83,0,1,65,42,3
20,83,0,0,76,58,2
20,83,0,0,65,42,3
20,83,0,2,76,58,2
20,83,0,2,65,42,3
23,95,1,1,77,73,1
23,95,1,1,98,63,2
23,95,1,2,77,73,1
23,95,1,2,98,63,2
17,61,0,2,78,73,1
17,61,1,2,61,88,0
17,61,0,1,78,73,1
17,61,1,1,61,88,0
17,61,0,0,78,73,1
17,61,1,0,61,88,0
15,89,0,1,80,86,0
15,89,0,1,88,77,1
15,89,1,1,96,71,1
19,97,1,1,65,96,0
19,97,1,0,65,96,0
19,97,1,2,65,96,0
14,86,1,1,96,92,0
14,86,1,0,96,92,0
13,62,0,1,85,88,0
13,62,0,1,61,64,2
13,62,1,1,65,75,1
13,62,1,1,81,49,3
13,62,0,0,85,88,0
13,62,0,0,61,64,2
13,62,1,0,65,75,1
13,62,1,0,81,49,3
20,79,1,0,67,51,3
20,79,1,2,67,51,3
20,79,1,1,67,51,3
21,88,1,2,78,97,0
21,88,1,2,51,57,2
21,88,1,0,78,97,0
21,88,1,0,51,57,2
21,88,1,1,78,97,0
21,88,1,1,51,57,2
19,79,0,0,76,61,2
19,79,1,0,61,97,0
19,79,0,0,60,67,2
19,79,0,1,76,61,2
19,79,1,1,61,97,0
19,79,0,1,60,67,2
19,79,0,2,76,61,2
19,79,1,2,61,97,0
19,79,0,2,60,67,2
24,69,1,0,61,72,1
24,69,1,1,61,72,1
25,63,0,1,96,91,0
17,83,0,1,87,67,2
17,83,0,0,87,67,2
17,85,0,2,64,81,1
17,85,1,2,53,97,0
17,85,0,0,64,81,1
17,85,1,0,53,97,0
17,85,0,1,64,81,1
17,85,1,1,53,97,0
18,80,1,1,86,54,3
18,80,0,1,74,61,2
18,80,0,1,90,71,1
18,80,0,1,74,83,1
6,93,1,2,83,81,1
11,94,1,2,86,41,3
11,94,0,2,91,40,3
11,94,1,2,75,50,3
11,94,1,2,83,100,0
11,94,1,1,86,41,3
11,94,0,1,91,40,3
11,94,1,1,75,50,3
11,94,1,1,83,100,0
28,85,1,1,75,87,0
28,85,1,1,54,43,3
28,85,1,0,75,87,0
28,85,1,0,54,43,3
30,61,1,1,89,83,1
30,61,1,0,89,83,1
19,88,0,1,77,45,3
19,88,0,1,74,68,2
38,86,1,0,99,53,3
27,74,1,1,83,45,3
27,74,1,1,66,57,2
27,74,1,1,76,62,2
27,74,1,1,66,69,2
27,74,1,0,83,45,3
27,74,1,0,66,57,2
27,74,1,0,76,62,2
27,74,1,0,66,69,2
14,65,1,1,72,75,1
14,65,1,1,93,96,0
14,65,1,0,72,75,1
14,65,1,0,93,96,0
21,60,0,0,79,76,1
21,60,1,0,50,40,3
21,60,0,0,63,74,1
21,60,1,0,56,63,2
21,60,0,1,79,76,1
21,60,1,1,50,40,3
21,60,0,1,63,74,1
21,60,1,1,56,63,2
15,97,0,1,82,98,0
15,97,0,1,53,97,0
15,97,1,1,69,41,3
15,97,0,2,82,98,0
15,97,0,2,53,97,0
15,97,1,2,69,41,3
11,65,0,1,91,78,1
11,65,1,1,70,97,0
14,73,1,1,90,75,1
14,73,0,1,81,40,3
14,73,1,1,95,69,2
14,73,0,1,98,68,2
14,73,1,1,60,75,1
14,73,0,1,98,93,0
14,73,0,1,53,68,2
14,73,1,0,90,75,1
14,73,0,0,81,40,3
14,73,1,0,95,69,2
14,73,0,0,98,68,2
14,73,1,0,60,75,1
14,73,0,0,98,93,0
14,73,0,0,53,68,2
14,73,1,2,90,75,1
14,73,0,2,81,40,3
14,73,1,2,95,69,2
14,73,0,2,98,68,2
14,73,1,2,60,75,1
14,73,0,2,98,93,0
14,73,0,2,53,68,2
30,75,1,2,96,40,3
30,75,0,2,60,63,2
30,75,0,2,77,92,0
30,75,1,2,55,69,2
30,75,1,2,57,64,2
20,61,0,1,68,56,2
20,61,1,1,91,70,1
20,61,1,1,72,82,1
20,61,0,1,69,91,0
20,61,0,0,68,56,2
20,61,1,0,91,70,1
20,61,1,0,72,82,1
20,61,0,0,69,91,0
15,73,1,1,59,78,1
15,73,1,0,59,78,1
29,92,0,2,99,83,1
29,92,1,2,55,49,3
29,92,0,1,99,83,1
29,92,1,1,55,49,3
29,92,0,0,99,83,1
29,92,1,0,55,49,3
23,88,1,1,86,45,3
23,88,0,1,84,93,0
23,88,0,1,91,91,0
23,88,1,1,81,96,0
23,88,1,0,86,45,3
23,88,0,0,84,93,0
23,88,0,0,91,91,0
23,88,1,0,81,96,0
14,89,1,1,88,51,3
14,89,1,1,74,65,2
14,89,1,0,88,51,3
14,89,1,0,74,65,2
14,89,1,2,88,51,3
14,89,1,2,74,65,2
15,72,0,1,97,95,0
15,72,1,1,73,57,2
15,72,1,1,99,73,1
15,72,1,1,70,86,0
15,72,0,2,97,95,0
15,72,1,2,73,57,2
15,72,1,2,99,73,1
15,72,1,2,70,86,0
12,64,0,2,64,84,1
12,64,0,2,54,88,0
12,64,0,2,86,51,3
12,64,0,1,64,84,1
12,64,0,1,54,88,0
12,64,0,1,86,51,3
12,64,0,0,64,84,1
12,64,0,0,54,88,0
12,64,0,0,86,51,3
31,93,0,1,62,66,2
31,93,1,1,89,94,0
31,93,1,1,62,66,2
31,93,0,0,62,66,2
31,93,1,0,89,94,0
31,93,1,0,62,66,2
12,99,0,0,92,72,1
12,99,1,0,56,85,0
12,99,0,1,92,72,1
12,99,1,1,56,85,0
23,80,0,0,54,47,3
23,80,1,0,97,79,1
23,80,0,0,83,68,2
23,80,1,0,73,81,1
23,80,0,1,54,47,3
23,80,1,1,97,79,1
23,80,0,1,83,68,2
23,80,1,1,73,81,1
23,80,0,2,54,47,3
23,80,1,2,97,79,1
23,80,0,2,83,68,2
23,80,1,2,73,81,1
16,60,1,0,58,77,1
16,60,1,0,72,57,2
16,60,1,0,99,46,3
20,63,1,0,99,60,2
20,63,0,0,98,50,3
20,63,1,0,83,68,2
20,63,1,1,99,60,2
20,63,0,1,98,50,3
20,63,1,1,83,68,2
15,98,0,0,87,64,2
15,98,0,0,58,67,2
15,98,0,1,87,64,2
15,98,0,1,58,67,2
15,98,0,2,87,64,2
15,98,0,2,58,67,2
22,75,0,0,99,60,2
22,75,1,0,93,84,1
22,75,0,2,99,60,2
22,75,1,2,93,84,1
15,90,1,0,55,43,3
15,90,1,0,81,96,0
15,90,1,1,55,43,3
15,90,1,1,81,96,0
17,84,1,2,85,94,0
17,84,1,2,84,68,2
17,84,0,2,88,65,2
17,84,1,2,54,90,0
17,84,0,2,77,49,3
17,84,1,0,85,94,0
